Title;Company;Location;Salary;Type;Category
BrightDrop - Head of Data Science and Engineering;The Ohio State University;"Columbus, OH 43201
(Weinland Park area)";;Full-time;data science
Data Scientist I;University of North Carolina at Chapel Hill;Remote in Chapel Hill, NC 27599;;Full-time;data science
Data Scientist I;f5;"Remote in San Jose, CA
+1 location";Estimated $135K - $171K a year;Full-time;data science
Data Scientist I;PUMA;Somerville, MA;Estimated $46.6K - $59K a year;Internship;data science
Data Scientist I;Starbucks;"Remote in Seattle, WA
+2 locations";;Full-time;data science
Data Scientist I;Amex;"New York, NY
+8 locations";;;data science
Data Scientist I;Pathrise;Remote;;Part-time;data science
Data Scientist I;American Institutes for Research;"Remote
+2 locations";Estimated $84.7K - $107K a year;Full-time;data science
Data Scientist I;SunPower;Remote;Estimated $73.4K - $93K a year;;data science
Data Scientist I;Cash App;"Remote in San Francisco, CA 94103
+3 locations";Estimated $123K - $156K a year;Full-time;data science
Data Scientist I;Agama Solutions;"Remote in San Francisco Bay Area, CA
+3 locations";;;data science
Data Scientist I;JPMorgan Chase Bank, N.A.;"Plano, TX
+44 locations";;Full-time;data science
Data Scientist I;Spotify;"Remote in New York, NY
+5 locations";Estimated $116K - $147K a year;;data science
Data Scientist I;VentureWell;"Remote in Boston, MA
+1 location";Estimated $60.1K - $76.1K a year;;data science
Data Scientist I;Quizlet;"Temporarily Remote in New York, NY
+1 location";Estimated $102K - $129K a year;Full-time;data science
Data Scientist I;Zelus Analytics;Remote in Austin, TX;;;data science
Data Scientist Assistant;NBCUniversal;Remote;;;data science
Data Scientist Assistant;American Institutes for Research;"Remote
+2 locations";Estimated $84.7K - $107K a year;Full-time;data science
Data Scientist Assistant;Bayer;"Seattle, WA 98104
(Downtown area)";;Contract;data science
Data Scientist Assistant;CrowdStrike;Remote;;Full-time;data science
Data Scientist Assistant;Amazon.com Services LLC;"Boulder, CO
+13 locations";;"Full-time
+1";data science
Data Scientist Assistant;PepsiCo;Plano, TX;;Full-time;data science
Data Scientist Assistant;University of Wisconsin–Milwaukee;Remote in Milwaukee, WI 53201;;;data science
Data Scientist Assistant;MGIC;"Milwaukee, WI
+1 location";Estimated $70.4K - $89.2K a year;Full-time;data science
Data Scientist Assistant;Allstate;"Remote in Northbrook, IL
+5 locations";;;data science
Data Scientist Assistant;University of California Berkeley;"Berkeley, CA 94720
+1 location";;"Full-time
+1";data science
Data Scientist Assistant;Zoom Video Communications, Inc.;"Remote in Denver, CO
+1 location";;Full-time;data science
Data Scientist Assistant;Columbia University Medical Center;"Hybrid remote in New York, NY 10032
+1 location";;Full-time;data science
Data Scientist Assistant;Blue Cross Blue Shield of Arizona;"Remote in Phoenix, AZ
+3 locations";Estimated $59K - $74.6K a year;Full-time;data science
Data Scientist Assistant;VentureWell;"Remote in Boston, MA
+1 location";Estimated $60.1K - $76.1K a year;;data science
Data Scientist Assistant;Honda Dev. and Mfg of Am.,LLC;Ohio;Estimated $79.3K - $100K a year;;data science
Data Scientist Assistant;ICW Group Holdings, Inc;"San Diego, CA 92128
+1 location";Estimated $68.3K - $86.5K a year;Full-time;data science
Data Scientist Assistant;American Institutes for Research;"Remote
+2 locations";Estimated $84.7K - $107K a year;Full-time;data science
Data Scientist Assistant;University of Maryland;"College Park, MD 20742
+1 location";;Full-time;data science
Data Scientist Assistant;Blue Cross Blue Shield of Arizona;"Remote in Phoenix, AZ
+3 locations";Estimated $59K - $74.6K a year;Full-time;data science
Data Scientist Assistant;University of Wisconsin–Milwaukee;Remote in Milwaukee, WI 53201;;;data science
Data Scientist Assistant;Amazon.com Services LLC;"Seattle, WA
+126 locations";;Full-time;data science
Data Scientist Assistant;AstraZeneca;Gaithersburg, MD 20878;;Full-time;data science
Data Scientist Assistant;Google;"Hybrid remote in Mountain View, CA
+14 locations";;Full-time;data science
Data Scientist Assistant;Housing Works;Remote in New York, NY 10018;;;data science
Data Scientist Assistant;T-Mobile;"Remote in Frisco, TX 75034
+1 location";;Full-time;data science
Data Scientist Assistant;SEIU 775 Benefits Group;"Remote in Seattle, WA 98104
+1 location";Estimated $66.5K - $84.1K a year;Full-time;data science
Data Scientist Assistant;US Bureau of Labor Statistics;Remote in Albuquerque, NM;;Full-time;data science
Data Scientist Assistant;VentureWell;"Remote in Boston, MA
+1 location";Estimated $60.1K - $76.1K a year;;data science
Data Scientist Assistant;e-Infochips;Denver, CO;Estimated $71K - $89.8K a year;Full-time;data science
Data Scientist Assistant;Corning;"Corning, NY 14831
+1 location";;;data science
Data Analyst;SunPower;Remote;Estimated $73.4K - $93K a year;;data science
Data Analyst;Penn State University;"University Park, FL
+3 locations";;Full-time;data science
Data Analyst;Aroopa;San Francisco, CA;Estimated $121K - $154K a year;Contract;data science
Data Analyst;Torc Robotics;"Blacksburg, VA 24060
(Ellett/Jennelle area)";Estimated $51.5K - $65.1K a year;"Part-time
+1";data science
Data Analyst;TikTok;"Mountain View, CA 94041
(Old Mountain View area)
+9 locations";Estimated $93.7K - $119K a year;;data science
Data Analyst;Quadrint, Inc.;"McLean, VA 22101
+2 locations";Estimated $86.8K - $110K a year;Full-time;data science
Data Analyst;US Bureau of Labor Statistics;Remote in Albuquerque, NM;;Full-time;data science
Data Analyst;SEIU 775 Benefits Group;"Remote in Seattle, WA 98104
+1 location";Estimated $66.5K - $84.1K a year;Full-time;data science
Data Analyst;Montgomery College;Montgomery County, MD;;Part-time;data science
Data Analyst;Google;"Hybrid remote in Mountain View, CA
+14 locations";;Full-time;data science
Data Analyst;Amazon.com Services LLC;"Seattle, WA
+126 locations";;Full-time;data science
Data Analyst;Amazon.com Services LLC;"+11 locations
Remote";;Full-time;data science
Data Analyst;Symetra;Remote in Bellevue, WA 98004;;Full-time;data science
Data Analyst;Paramount;"New York, NY 10036
+2 locations";;Full-time;data science
Data Analyst;Amazon.com Services LLC;"Bellevue, WA
+2 locations";;Full-time;data science
Science Apps & Data Interaction Engineer II;JPL/NASA;Pasadena, CA 91109;Estimated $86.8K - $110K a year;Full-time;data science
Science Apps & Data Interaction Engineer II;Northeastern University;"Portland, ME
+3 locations";;Full-time;data science
Science Apps & Data Interaction Engineer II;Blizzard Entertainment;"Irvine, CA 92618
+3 locations";Estimated $65.7K - $83.1K a year;;data science
Science Apps & Data Interaction Engineer II;IQVIA;Remote;;Full-time;data science
Science Apps & Data Interaction Engineer II;Amazon.com Services LLC;"Bellevue, WA
+2 locations";;Full-time;data science
Science Apps & Data Interaction Engineer II;Blizzard Entertainment;"Irvine, CA 92618
+1 location";Estimated $101K - $128K a year;;data science
Science Apps & Data Interaction Engineer II;Johnson & Johnson;"Hybrid remote in Titusville, NJ
+38 locations";;;data science
Science Apps & Data Interaction Engineer II;ICW Group Holdings, Inc;"San Diego, CA 92128
+1 location";Estimated $68.3K - $86.5K a year;Full-time;data science
Science Apps & Data Interaction Engineer II;Aroopa;San Francisco, CA;Estimated $121K - $154K a year;Contract;data science
Science Apps & Data Interaction Engineer II;Root Insurance Company;Remote;Estimated $62K - $78.4K a year;;data science
Science Apps & Data Interaction Engineer II;Deseret Digital Media;"Salt Lake City, UT 84180
(Downtown area)";Estimated $69K - $87.4K a year;Full-time;data science
Science Apps & Data Interaction Engineer II;Caterpillar;"Remote in Illinois
+1 location";;Full-time;data science
Science Apps & Data Interaction Engineer II;Nisum;"+2 locations
Remote";;Full-time;data science
Science Apps & Data Interaction Engineer II;US Bureau of Labor Statistics;Remote in Albuquerque, NM;;Full-time;data science
Science Apps & Data Interaction Engineer II;f5;"Remote in San Jose, CA
+1 location";Estimated $135K - $171K a year;Full-time;data science
Data Scientist - Risk Data Mining;Government of the District of Columbia;"Washington, DC 20024
(Southwest Waterfront area)
+1 location";;Full-time;data science
Data Scientist - Risk Data Mining;TikTok;"Mountain View, CA 94041
(Old Mountain View area)
+54 locations";Estimated $104K - $132K a year;;data science
Data Scientist - Risk Data Mining;Zilliant;Remote;Estimated $80K - $101K a year;Full-time;data science
Data Scientist - Risk Data Mining;ANALYTOS;Austin, TX;Estimated $72.4K - $91.6K a year;;data science
Data Scientist - Risk Data Mining;Corning;"Corning, NY 14831
+1 location";;;data science
Data Scientist - Risk Data Mining;Symetra;Remote in Bellevue, WA 98004;;Full-time;data science
Data Scientist - Risk Data Mining;US Environmental Protection Agency;Durham, NC;;Full-time;data science
Data Scientist - Risk Data Mining;PepsiCo;Plano, TX;;Full-time;data science
Data Scientist - Risk Data Mining;Apple;"Cupertino, CA
+60 locations";;;data science
Data Scientist - Risk Data Mining;University of Washington;"Seattle, WA 98195
(University District area)";;;data science
Data Scientist - Risk Data Mining;SpaceX;"Redmond, WA 98052
(SE Redmond area)
+3 locations";;;data science
Data Scientist - Risk Data Mining;Honda Dev. and Mfg of Am.,LLC;Ohio;Estimated $79.3K - $100K a year;;data science
Data Scientist - Risk Data Mining;Micron;"Boise, ID
+8 locations";Estimated $79.1K - $100K a year;;data science
Data Scientist - Risk Data Mining;Hospital for Special Surgery;"New York, NY 10021
(Upper East Side area)";;Full-time;data science
Data Scientist - Risk Data Mining;Root Insurance Company;Remote;Estimated $62K - $78.4K a year;;data science
Associate Data Scientist I;AstraZeneca;Gaithersburg, MD 20878;;Full-time;data science
Associate Data Scientist I;UST Global;"Bellevue, WA
+2 locations";Estimated $68K - $86K a year;Full-time;data science
Associate Data Scientist I;Johnson & Johnson;"Remote in Seattle, WA 98103
+7 locations";;;data science
Associate Data Scientist I;Castleton Commodities International;Houston, TX;Estimated $69.5K - $87.9K a year;Full-time;data science
Associate Data Scientist I;Visa;"Arlington, VA
+11 locations";;Full-time;data science
Associate Data Scientist I;Blue Cross Blue Shield of Arizona;"Remote in Phoenix, AZ
+3 locations";Estimated $59K - $74.6K a year;Full-time;data science
Associate Data Scientist I;JCPenney;Plano, TX;;Full-time;data science
Associate Data Scientist I;Dark Wolf Solutions;McLean, VA;Estimated $100K - $127K a year;;data science
Associate Data Scientist I;University of California Berkeley;"Hybrid remote in Berkeley, CA 94720
+7 locations";;;data science
Associate Data Scientist I;Cuker;Carlsbad, CA 92008;Estimated $52.3K - $66.3K a year;Full-time;data science
Associate Data Scientist I;ICW Group Holdings, Inc;"San Diego, CA 92128
+1 location";Estimated $68.3K - $86.5K a year;Full-time;data science
Associate Data Scientist I;Centers for Disease Control and Prevention;"Washington, DC
+1 location";;;data science
Associate Data Scientist I;TrueChoice Solutions;Remote in Vienna, NY;Estimated $73.4K - $93K a year;;data science
Associate Data Scientist I;AI Cyber Solutions;Tampa, FL 33614;Estimated $98.2K - $124K a year;;data science
Associate Data Scientist I;Amazon.com Services LLC;"Bellevue, WA
+2 locations";;Full-time;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);Castleton Commodities International;Houston, TX;Estimated $69.5K - $87.9K a year;Full-time;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);Lululemon;Remote;;;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);American Institutes for Research;"Remote
+2 locations";Estimated $84.7K - $107K a year;Full-time;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);The Travelers Companies, Inc.;"Hybrid remote in Saint Paul, MN 55127
+23 locations";;Full-time;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);JPL/NASA;Pasadena, CA 91109;Estimated $123K - $156K a year;Full-time;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);IBM;"Washington, DC 20001
(Swampoodle area)
+13 locations";;Full-time;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);Yelp;Remote;;;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);Agama Solutions;"Remote in San Francisco Bay Area, CA
+3 locations";;;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);Bloom Institute of Technology;"+2 locations
Remote";Estimated $98.4K - $125K a year;Contract;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);TikTok;"Los Angeles, CA
+1 location";Estimated $46.5K - $58.9K a year;;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);SpaceX;"Redmond, WA 98052
(SE Redmond area)
+3 locations";;;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);AstraZeneca;Gaithersburg, MD 20878;;Full-time;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);National Renewable Energy Laboratory;"Golden, CO 80401
+1 location";;Full-time;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);University of Washington;"Seattle, WA 98195
(University District area)";;;data science
Data Science Associate (Hybrid - 3/2 Work Schedule);Honda Dev. and Mfg of Am.,LLC;Ohio;Estimated $79.3K - $100K a year;;data science
Client Data Specialist;Louis Vuitton;New York, NY;;Temporary;data science
Client Data Specialist;Neiman Marcus;Remote in Dallas, TX;;Full-time;data science
Client Data Specialist;Underwriters Laboratories Inc.;Northbrook, IL 60062;;Full-time;data science
Client Data Specialist;managementsolutions;"Boston, MA 02110
(Downtown area)
+2 locations";Estimated $77.8K - $98.6K a year;;data science
Client Data Specialist;Capgemini;"New York, NY
+4 locations";;Full-time;data science
Client Data Specialist;DT4o;Remote;Estimated $94.8K - $120K a year;Full-time;data science
Client Data Specialist;Facebook App;"Denver, CO
+28 locations";;;data science
Client Data Specialist;IBM;"Washington, DC 20001
(Swampoodle area)
+13 locations";;Full-time;data science
Client Data Specialist;UTOFUN;Manhattan, NY;Estimated $77.1K - $97.7K a year;;data science
Client Data Specialist;UNC Charlotte;"Charlotte, NC 28223
(University City South area)";;"Part-time
+1";data science
Client Data Specialist;GroupM Services;"Boston, MA 02199
(Back Bay-Beacon Hill area)
+4 locations";;;data science
Client Data Specialist;Miracle Software Systems;"Michigan
+1 location";Estimated $76.1K - $96.3K a year;Full-time;data science
Client Data Specialist;IBM;"Yorktown Heights, NY
+3 locations";;Full-time;data science
Client Data Specialist;Honeywell;"Kansas City, MO 64147
(Richards Gebaur area)
+1 location";;;data science
Client Data Specialist;Allstate;"Remote in Northbrook, IL
+5 locations";;;data science
DATA ENGINEER (GAMES);NYU Langone;"New York, NY 10016
(Tudor City area)";;Full-time;data science
DATA ENGINEER (GAMES);DraftKings;Remote;Estimated $92.3K - $117K a year;Full-time;data science
DATA ENGINEER (GAMES);Amazon.com Services LLC;"Seattle, WA
+86 locations";;Full-time;data science
DATA ENGINEER (GAMES);State Farm;"Hybrid remote in Richardson, TX 75080
+2 locations";;Full-time;data science
DATA ENGINEER (GAMES);EAB;"+1 location
Remote";Estimated $86.4K - $109K a year;Full-time;data science
DATA ENGINEER (GAMES);Seattle Childrens Hospital;"Seattle, WA
+3 locations";;Full-time;data science
DATA ENGINEER (GAMES);Apple;"Austin, TX
+2 locations";;;data science
DATA ENGINEER (GAMES);AstraZeneca;Gaithersburg, MD 20878;;Full-time;data science
DATA ENGINEER (GAMES);CNA;"Arlington, VA 22201
(Clarendon-Courthouse area)
+1 location";Estimated $59.2K - $75K a year;;data science
DATA ENGINEER (GAMES);Liberty Mutual Insurance;Remote;;;data science
DATA ENGINEER (GAMES);Stryker;Remote in Illinois;;;data science
DATA ENGINEER (GAMES);TikTok;"Los Angeles, CA
+1 location";Estimated $46.5K - $58.9K a year;;data science
DATA ENGINEER (GAMES);Aurora Energy Research Limited;Austin, TX;Estimated $59.4K - $75.2K a year;Full-time;data science
DATA ENGINEER (GAMES);Facebook App;"Denver, CO
+28 locations";;;data science
DATA ENGINEER (GAMES);Amazon.com Services LLC;"Bellevue, WA
+126 locations";;Full-time;data science
User Growth Data Analyst, E-Commerce;TikTok;"Mountain View, CA 94041
(Old Mountain View area)
+8 locations";Estimated $63.4K - $80.2K a year;;data science
User Growth Data Analyst, E-Commerce;Castleton Commodities International;Houston, TX;Estimated $69.5K - $87.9K a year;Full-time;data science
User Growth Data Analyst, E-Commerce;University of California Berkeley;"Berkeley, CA 94720
+1 location";;"Full-time
+1";data science
User Growth Data Analyst, E-Commerce;Pathrise;Remote;;Part-time;data science
User Growth Data Analyst, E-Commerce;ANALYTOS;Austin, TX;Estimated $72.4K - $91.6K a year;;data science
User Growth Data Analyst, E-Commerce;EAB;"+1 location
Remote";Estimated $86.4K - $109K a year;Full-time;data science
User Growth Data Analyst, E-Commerce;Intel;"Remote in Hillsboro, OR 97124
+1 location";;Full-time;data science
User Growth Data Analyst, E-Commerce;Federal Reserve Bank of New York;Hybrid remote in New York, NY;Estimated $105K - $133K a year;Full-time;data science
User Growth Data Analyst, E-Commerce;Hulu;Santa Monica, CA 90404;;Full-time;data science
User Growth Data Analyst, E-Commerce;Amazon.com Services LLC;"Bellevue, WA
+126 locations";;Full-time;data science
User Growth Data Analyst, E-Commerce;NFC Solutions;Cumming, GA 30041;Estimated $93.3K - $118K a year;;data science
User Growth Data Analyst, E-Commerce;InspiHER Tech;Remote;;Full-time;data science
User Growth Data Analyst, E-Commerce;Apple;"Austin, TX
+2 locations";;;data science
User Growth Data Analyst, E-Commerce;CNA;"Arlington, VA 22201
(Clarendon-Courthouse area)
+1 location";Estimated $59.2K - $75K a year;;data science
User Growth Data Analyst, E-Commerce;Improvix Technologies;Remote in Reston, VA 20190;Estimated $122K - $155K a year;;data science
Director, Data Science Marketing;Agama Solutions;"Remote in San Francisco Bay Area, CA
+3 locations";;;data science
Director, Data Science Marketing;Charles Schwab;Hybrid remote in Austin, TX;;;data science
Director, Data Science Marketing;Castleton Commodities International;Houston, TX;Estimated $69.5K - $87.9K a year;Full-time;data science
Director, Data Science Marketing;Stitch Fix;"+7 locations
Remote";Estimated $105K - $133K a year;;data science
Director, Data Science Marketing;TikTok;"Los Angeles, CA
+1 location";Estimated $46.5K - $58.9K a year;;data science
Director, Data Science Marketing;Webstaurant Store, Inc.;Lititz, PA 17543;;Full-time;data science
Director, Data Science Marketing;Expleo;Remote in Minneapolis, MN;Estimated $126K - $160K a year;Contract;data science
Director, Data Science Marketing;Campus Election Engagement Project (CEEP);Remote in Austin, TX;;Full-time;data science
Director, Data Science Marketing;Williams Sonoma;"San Francisco, CA 94108
(Financial District/South Beach area)";;Full-time;data science
Director, Data Science Marketing;Grammarly, Inc.;Remote;Estimated $110K - $140K a year;;data science
Director, Data Science Marketing;Purdue University;"Remote in West Lafayette, IN 47906
+1 location";;;data science
Director, Data Science Marketing;Deseret Digital Media;"Salt Lake City, UT 84180
(Downtown area)";Estimated $69K - $87.4K a year;Full-time;data science
Director, Data Science Marketing;Cotiviti, Inc.;"Remote in United States
+1 location";Estimated $136K - $172K a year;Full-time;data science
Director, Data Science Marketing;Honda Dev. and Mfg of Am.,LLC;Ohio;Estimated $79.3K - $100K a year;;data science
Director, Data Science Marketing;DraftKings;Remote;Estimated $92.3K - $117K a year;Full-time;data science
Marketing Business Analytics Data Analyst, Marketing;Publix;"Lakeland, FL 33811
+1 location";;;data science
Marketing Business Analytics Data Analyst, Marketing;Sandia National Laboratories;"Remote in Albuquerque, NM
+3 locations";;Full-time;data science
Marketing Business Analytics Data Analyst, Marketing;Kellogg Company;Hybrid remote in Michigan;;;data science
Marketing Business Analytics Data Analyst, Marketing;University of California Berkeley;"Berkeley, CA 94720
+1 location";;;data science
Marketing Business Analytics Data Analyst, Marketing;Zotec Partners;Carmel, IN 46032;Estimated $94.3K - $119K a year;Full-time;data science
Marketing Business Analytics Data Analyst, Marketing;Apple;"Austin, TX
+126 locations";;;data science
Marketing Business Analytics Data Analyst, Marketing;United Health Services;Vestal, NY 13850;;Full-time;data science
Marketing Business Analytics Data Analyst, Marketing;TikTok;"Los Angeles, CA
+1 location";Estimated $46.5K - $58.9K a year;;data science
Marketing Business Analytics Data Analyst, Marketing;Relias LLC;"Morrisville, NC 27560
+1 location";;;data science
Marketing Business Analytics Data Analyst, Marketing;ManTech International Corporation;Sterling, VA 20166;;Full-time;data science
Marketing Business Analytics Data Analyst, Marketing;Electrolux;Charlotte, NC;;Full-time;data science
Marketing Business Analytics Data Analyst, Marketing;Syracuse University;Syracuse, NY;;Part-time;data science
Marketing Business Analytics Data Analyst, Marketing;Fidelity Investments;"Temporarily Remote in Durham, NC 27709
+1 location";;Full-time;data science
Marketing Business Analytics Data Analyst, Marketing;Aroopa;San Francisco, CA;Estimated $121K - $154K a year;Contract;data science
Marketing Business Analytics Data Analyst, Marketing;Comcentric;"Spokane, WA
+15 locations";;Full-time;data science
Data Scientist (Remote);Join Parachute;Austin, TX;;Full-time;data science
Data Scientist (Remote);Improvix Technologies;Remote in Reston, VA 20190;Estimated $122K - $155K a year;;data science
Data Scientist (Remote);CNA;"Arlington, VA 22201
(Clarendon-Courthouse area)
+1 location";Estimated $59.2K - $75K a year;;data science
Data Scientist (Remote);Syracuse University;Syracuse, NY;;Part-time;data science
Data Scientist (Remote);Fidelity Investments;"Temporarily Remote in Durham, NC 27709
+1 location";;Full-time;data science
Data Scientist (Remote);IQVIA;Remote;;Full-time;data science
Data Scientist (Remote);Disney Media & Entertainment Distribution;"Glendale, CA
+1 location";;Full-time;data science
Data Scientist (Remote);Purdue University;"Remote in West Lafayette, IN 47906
+1 location";;;data science
Data Scientist (Remote);New York University;"New York, NY 10012
(Greenwich Village area)
+4 locations";;;data science
Data Scientist (Remote);JPMorgan Chase Bank, N.A.;New York, NY;;Full-time;data science
Data Scientist (Remote);Goldman Sachs;"New York, NY 10282
(Battery Park area)";;Full-time;data science
Data Scientist (Remote);Commerce Bank;Remote in Washington, DC 20013;;Full-time;data science
Data Scientist (Remote);Royal Bank of Canada;"Jersey City, NJ 07302
(Downtown area)";;Full-time;data science
Data Scientist (Remote);Disney Parks, Experiences and Products;"Celebration, FL
+1 location";;Full-time;data science
Data Scientist (Remote);Triangulate Labs;Remote in Cincinnati, OH;Estimated $104K - $132K a year;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Goldman Sachs;"New York, NY 10282
(Battery Park area)";;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Stanislaus County;Stanislaus County, CA;;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Volvo Group;"Hagerstown, MD
+1 location";;;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;AVNIK Defense Solutions, Inc.;Hybrid remote in Redstone Arsenal, AL;Estimated $58.9K - $74.5K a year;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Apple;Austin, TX;;;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;GSK;"Collegeville, PA 19426
+16 locations";;;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Microsoft;"Bellevue, WA
+9 locations";;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Mather Economics, LLC;"Atlanta, GA 30350
+1 location";Estimated $65.3K - $82.7K a year;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;EAB;"+1 location
Remote";Estimated $86.4K - $109K a year;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Commerce Bank;Remote in Washington, DC 20013;;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;SupplyHouse;"Remote in New York, NY 10028
+15 locations";;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Disney Media & Entertainment Distribution;"Glendale, CA
+1 location";;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;TotalEnergies;Houston, TX;Estimated $105K - $133K a year;;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;JPMorgan Chase Bank, N.A.;New York, NY;;Full-time;data science
Engineering-L2-NEW YORK-Associate-Data Analytics;Apple;"Cupertino, CA
+1 location";;;data science
Data Scientist I;f5;"Remote in San Jose, CA
+1 location";Estimated $135K - $171K a year;Full-time;data science
Data Scientist I;Electrolux;Charlotte, NC;;Full-time;data science
Data Scientist I;Pournader & Company;"Dallas, TX 75219
(Oak Lawn area)";Estimated $106K - $134K a year;;data science
Data Scientist I;AARP;"Washington, DC 20049
(Penn Quarter area)";;Full-time;data science
Data Scientist I;JPMorgan Chase Bank, N.A.;"Columbus, OH
+5 locations";;Full-time;data science
Data Scientist I;Starbucks;Hybrid remote in Seattle, WA;;Full-time;data science
Data Scientist I;Penn State University;University Park, FL;;Part-time;data science
Data Scientist I;CGI Group, Inc.;Atlanta, GA;;Full-time;data science
Data Scientist I;Tesla;"Fremont, CA
+3 locations";;Full-time;data science
Data Scientist I;Metropolitan Transportation Authority;"Manhattan, NY
+2 locations";;;data science
Data Scientist I;IBM;"New York, NY 10001
(Chelsea area)
+13 locations";;Full-time;data science
Data Scientist I;YouTube;New York, NY;;Full-time;data science
Data Scientist I;Peraton;Springfield, VA 22150;;;data science
Data Scientist I;McKinsey & Company;"Dallas, TX
+2 locations";;;data science
Data Scientist I;One Model;Austin, TX;;;data science
Data Scientist;Apple;Cupertino, CA;;;data science
Data Scientist;BCD Travel Corporate;Remote in Atlanta, GA 30319;Estimated $101K - $128K a year;;data science
Data Scientist;The Ohio State University Wexner Medical Center;"Columbus, OH 43215
(Downtown area)
+1 location";;Full-time;data science
Data Scientist;University of North Carolina at Chapel Hill;"Chapel Hill, NC 27599
+1 location";;Full-time;data science
Data Scientist;Apple;"Cupertino, CA
+1 location";;;data science
Data Scientist;Syngenta;Slater, IA;;Full-time;data science
